Time	VHM0	dqf_VHM0	fqf_VHM0	VTPK	dqf_VTPK	fqf_VTPK	VTM02	dqf_VTM02	fqf_VTM02	VPED	dqf_VPED	fqf_VPED	VPSP	dqf_VPSP	fqf_VPSP	VZMX	dqf_VZMX	fqf_VZMX	VTZM	dqf_VTZM	fqf_VTZM	VH110	dqf_VH110	fqf_VH110	VAVH	dqf_VAVH	fqf_VAVH	VAVT	dqf_VAVT	fqf_VAVT	VTZA	dqf_VTZA	fqf_VTZA	VMDR	dqf_VMDR	fqf_VMDR	VHZA	dqf_VHZA	fqf_VHZA	VZNW	dqf_VZNW	fqf_VZNW	SLEV_H1	dqf_SLEV_H1	fqf_SLEV_H1	SLEV_H10	dqf_SLEV_H10	fqf_SLEV_H10
202411160010	2.3990	1010000000011110	1	 6.667	1010000000011111	1	5.480	1010000000011111	1	276.920	1010000000010100	1	27.200	1010000000010100	1	3.9546	1010000000011110	1	 6.640	1010000000011110	1	2.8922	1010000000011110	1	2.3518	1010000000011110	1	6.350	1010000000011110	1	5.580	1010000000011110	1	277.610	1010000000010100	1	1.5216	1010000000011110	1	213.000	1010000000010000	1	   0.192	1010000000010100	1	 0.183	1010000000010100	1
202411160011	2.4035	1010000000011110	1	 7.143	1010000000011111	1	5.460	1010000000011111	1	267.880	1010000000010100	1	30.060	1010000000010100	1	3.8528	1010000000011110	1	 6.780	1010000000011110	1	2.8605	1010000000011110	1	2.3529	1010000000011110	1	6.290	1010000000011110	1	5.350	1010000000011110	1	276.380	1010000000010100	1	1.4846	1010000000011110	1	223.000	1010000000010000	1	   0.187	1010000000010100	1	 0.174	1010000000010100	1
202411160012	2.3996	1010000000011110	1	 6.667	1010000000011111	1	5.410	1010000000011111	1	278.980	1010000000010100	1	27.040	1010000000010100	1	3.7211	1010000000011110	1	 6.720	1010000000011110	1	2.7750	1010000000011110	1	2.3137	1010000000011110	1	6.290	1010000000011110	1	5.410	1010000000011110	1	276.760	1010000000010100	1	1.4826	1010000000011110	1	221.000	1010000000010000	1	   0.167	1010000000010100	1	 0.166	1010000000010100	1
202411160013	2.4395	1010000000011110	1	 7.143	1010000000011111	1	5.440	1010000000011111	1	277.540	1010000000010100	1	23.980	1010000000010100	1	3.9079	1010000000011110	1	 6.730	1010000000011110	1	2.8436	1010000000011110	1	2.3129	1010000000011110	1	6.350	1010000000011110	1	5.470	1010000000011110	1	276.140	1010000000010100	1	1.4865	1010000000011110	1	219.000	1010000000010000	1	   0.159	1010000000010100	1	 0.158	1010000000010100	1
202411160014	2.3590	1010000000011110	1	 6.667	1010000000011111	1	5.450	1010000000011111	1	278.240	1010000000010100	1	29.960	1010000000010100	1	3.8759	1010000000011110	1	 6.700	1010000000011110	1	2.8137	1010000000011110	1	2.3274	1010000000011110	1	6.390	1010000000011110	1	5.490	1010000000011110	1	276.650	1010000000010100	1	1.4986	1010000000011110	1	217.000	1010000000010000	1	   0.195	1010000000010100	1	 0.149	1010000000010100	1
202411160015	2.3958	1010000000011110	1	 6.667	1010000000011111	1	5.420	1010000000011111	1	275.870	1010000000010100	1	24.260	1010000000010100	1	3.9417	1010000000011110	1	 6.620	1010000000011110	1	2.8853	1010000000011110	1	2.3282	1010000000011110	1	6.250	1010000000011110	1	5.560	1010000000011110	1	275.240	1010000000010100	1	1.5049	1010000000011110	1	214.000	1010000000010000	1	   0.103	1010000000010100	1	 0.144	1010000000010100	1
202411160016	2.4218	1010000000011110	1	 6.250	1010000000011111	1	5.410	1010000000011111	1	285.840	1010000000010100	1	22.330	1010000000010100	1	3.8528	1010000000011110	1	 6.780	1010000000011110	1	2.8512	1010000000011110	1	2.3223	1010000000011110	1	6.300	1010000000011110	1	5.400	1010000000011110	1	277.370	1010000000010100	1	1.4760	1010000000011110	1	222.000	1010000000010000	1	   0.114	1010000000010100	1	 0.138	1010000000010100	1
202411160017	2.3565	1010000000011110	1	 6.667	1010000000011111	1	5.430	1010000000011111	1	282.670	1010000000010100	1	21.270	1010000000010100	1	3.7206	1010000000011110	1	 6.720	1010000000011110	1	2.8721	1010000000011110	1	2.3490	1010000000011110	1	6.330	1010000000011110	1	5.540	1010000000011110	1	278.310	1010000000010100	1	1.5086	1010000000011110	1	215.000	1010000000010000	1	   0.135	1010000000010100	1	 0.130	1010000000010100	1
202411160018	2.3420	1010000000011110	1	 6.667	1010000000011111	1	5.360	1010000000011111	1	283.180	1010000000010100	1	26.240	1010000000010100	1	3.6125	1010000000011110	1	 5.960	1010000000011110	1	2.7600	1010000000011110	1	2.2886	1010000000011110	1	6.290	1010000000011110	1	5.490	1010000000011110	1	276.080	1010000000010100	1	1.4719	1010000000011110	1	218.000	1010000000010000	1	   0.123	1010000000010100	1	 0.122	1010000000010100	1
202411160019	2.3731	1010000000011110	1	 6.667	1010000000011111	1	5.380	1010000000011111	1	282.530	1010000000010100	1	25.940	1010000000010100	1	3.6063	1010000000011110	1	 6.720	1010000000011110	1	2.7745	1010000000011110	1	2.3164	1010000000011110	1	6.300	1010000000011110	1	5.480	1010000000011110	1	276.260	1010000000010100	1	1.4905	1010000000011110	1	217.000	1010000000010000	1	   0.105	1010000000010100	1	 0.114	1010000000010100	1
202411160020	2.3345	1010000000011110	1	 6.667	1010000000011111	1	5.420	1010000000011111	1	285.930	1010000000010100	1	25.480	1010000000010100	1	3.6299	1010000000011110	1	 5.990	1010000000011110	1	2.7978	1010000000011110	1	2.3248	1010000000011110	1	6.170	1010000000011110	1	5.570	1010000000011110	1	277.300	1010000000010100	1	1.5044	1010000000011110	1	214.000	1010000000010000	1	   0.119	1010000000010100	1	 0.100	1010000000010100	1
202411160021	2.3218	1010000000011110	1	 6.667	1010000000011111	1	5.400	1010000000011111	1	283.570	1010000000010100	1	24.550	1010000000010100	1	3.6780	1010000000011110	1	 6.810	1010000000011110	1	2.7634	1010000000011110	1	2.2775	1010000000011110	1	6.260	1010000000011110	1	5.370	1010000000011110	1	276.810	1010000000010100	1	1.4457	1010000000011110	1	223.000	1010000000010000	1	   0.115	1010000000010100	1	 0.097	1010000000010100	1
202411160022	2.3430	1010000000011110	1	 6.667	1010000000011111	1	5.340	1010000000011111	1	278.690	1010000000010100	1	32.610	1010000000010100	1	3.5730	1010000000011110	1	 6.660	1010000000011110	1	2.7313	1010000000011110	1	2.3035	1010000000011110	1	6.270	1010000000011110	1	5.480	1010000000011110	1	275.790	1010000000010100	1	1.4729	1010000000011110	1	218.000	1010000000010000	1	   0.059	1010000000010100	1	 0.094	1010000000010100	1
202411160023	2.4295	1010000000011110	1	 7.143	1010000000011111	1	5.390	1010000000011111	1	283.420	1010000000010100	1	32.520	1010000000010100	1	3.5292	1010000000011110	1	 6.800	1010000000011110	1	2.7923	1010000000011110	1	2.3459	1010000000011110	1	6.280	1010000000011110	1	5.590	1010000000011110	1	275.700	1010000000010100	1	1.5193	1010000000011110	1	213.000	1010000000010000	1	   0.072	1010000000010100	1	 0.085	1010000000010100	1
202411160024	2.3707	1010000000011110	1	 6.250	1010000000011111	1	5.510	1010000000011111	1	287.640	1010000000010100	1	30.790	1010000000010100	1	3.6052	1010000000011110	1	 6.720	1010000000011110	1	2.7930	1010000000011110	1	2.3267	1010000000011110	1	6.380	1010000000011110	1	5.590	1010000000011110	1	275.970	1010000000010100	1	1.4950	1010000000011110	1	214.000	1010000000010000	1	   0.106	1010000000010100	1	 0.081	1010000000010100	1
202411160025	2.3442	1010000000011110	1	 6.667	1010000000011111	1	5.440	1010000000011111	1	282.720	1010000000010100	1	33.840	1010000000010100	1	3.5427	1010000000011110	1	 6.230	1010000000011110	1	2.8188	1010000000011110	1	2.3548	1010000000011110	1	6.310	1010000000011110	1	5.620	1010000000011110	1	274.490	1010000000010100	1	1.5087	1010000000011110	1	213.000	1010000000010000	1	   0.042	1010000000010100	1	 0.072	1010000000010100	1
202411160026	2.3746	1010000000011110	1	 7.143	1010000000011111	1	5.490	1010000000011111	1	285.550	1010000000010100	1	35.110	1010000000010100	1	3.6780	1010000000011110	1	 6.810	1010000000011110	1	2.8131	1010000000011110	1	2.3539	1010000000011110	1	6.270	1010000000011110	1	5.540	1010000000011110	1	275.980	1010000000010100	1	1.4957	1010000000011110	1	215.000	1010000000010000	1	   0.081	1010000000010100	1	 0.070	1010000000010100	1
202411160027	2.3862	1010000000011110	1	 7.143	1010000000011111	1	5.480	1010000000011111	1	284.360	1010000000010100	1	32.370	1010000000010100	1	3.4576	1010000000011110	1	 6.290	1010000000011110	1	2.7895	1010000000011110	1	2.3469	1010000000011110	1	6.380	1010000000011110	1	5.610	1010000000011110	1	275.910	1010000000010100	1	1.5050	1010000000011110	1	212.000	1010000000010000	1	   0.081	1010000000010100	1	 0.062	1010000000010100	1
202411160028	2.3722	1010000000011110	1	 7.143	1010000000011111	1	5.420	1010000000011111	1	284.970	1010000000010100	1	27.020	1010000000010100	1	3.5255	1010000000011110	1	 6.210	1010000000011110	1	2.7584	1010000000011110	1	2.3419	1010000000011110	1	6.480	1010000000011110	1	5.670	1010000000011110	1	272.710	1010000000010100	1	1.5187	1010000000011110	1	211.000	1010000000010000	1	   0.042	1010000000010100	1	 0.055	1010000000010100	1
202411160029	2.3266	1010000000011110	1	 6.667	1010000000011111	1	5.410	1010000000011111	1	285.720	1010000000010100	1	34.790	1010000000010100	1	3.4846	1010000000011110	1	 6.150	1010000000011110	1	2.7879	1010000000011110	1	2.3315	1010000000011110	1	6.360	1010000000011110	1	5.590	1010000000011110	1	273.230	1010000000010100	1	1.5014	1010000000011110	1	213.000	1010000000010000	1	   0.049	1010000000010100	1	 0.048	1010000000010100	1
202411160030	2.4005	1010000000011110	1	 7.143	1010000000011111	1	5.480	1010000000011111	1	288.210	1010000000010100	1	34.700	1010000000010100	1	3.5424	1010000000011110	1	 6.230	1010000000011110	1	2.7967	1010000000011110	1	2.3491	1010000000011110	1	6.390	1010000000011110	1	5.610	1010000000011110	1	274.100	1010000000010100	1	1.5233	1010000000011110	1	213.000	1010000000010000	1	   0.071	1010000000010100	1	 0.046	1010000000010100	1
202411160031	2.3502	1010000000011110	1	 7.143	1010000000011111	1	5.510	1010000000011111	1	286.990	1010000000010100	1	25.150	1010000000010100	1	3.5219	1010000000011110	1	 6.090	1010000000011110	1	2.8248	1010000000011110	1	2.3736	1010000000011110	1	6.410	1010000000011110	1	5.590	1010000000011110	1	274.730	1010000000010100	1	1.5093	1010000000011110	1	214.000	1010000000010000	1	   0.052	1010000000010100	1	 0.035	1010000000010100	1
202411160032	2.4394	1010000000011110	1	 7.143	1010000000011111	1	5.540	1010000000011111	1	279.490	1010000000010100	1	29.980	1010000000010100	1	3.4579	1010000000011110	1	 6.290	1010000000011110	1	2.8296	1010000000011110	1	2.3832	1010000000011110	1	6.410	1010000000011110	1	5.740	1010000000011110	1	272.590	1010000000010100	1	1.5434	1010000000011110	1	208.000	1010000000010000	1	  -0.013	1010000000010100	1	 0.029	1010000000010100	1
202411160033	2.3927	1010000000011110	1	 7.143	1010000000011111	1	5.510	1010000000011111	1	280.250	1010000000010100	1	34.130	1010000000010100	1	3.5255	1010000000011110	1	 6.210	1010000000011110	1	2.7907	1010000000011110	1	2.3709	1010000000011110	1	6.430	1010000000011110	1	5.600	1010000000011110	1	273.640	1010000000010100	1	1.5080	1010000000011110	1	213.000	1010000000010000	1	   0.039	1010000000010100	1	 0.026	1010000000010100	1
202411160034	2.3925	1010000000011110	1	 7.143	1010000000011111	1	5.530	1010000000011111	1	285.670	1010000000010100	1	30.460	1010000000010100	1	3.4848	1010000000011110	1	 6.150	1010000000011110	1	2.8251	1010000000011110	1	2.3786	1010000000011110	1	6.540	1010000000011110	1	5.700	1010000000011110	1	276.410	1010000000010100	1	1.5368	1010000000011110	1	210.000	1010000000010000	1	   0.036	1010000000010100	1	 0.020	1010000000010100	1
202411160035	2.3715	1010000000011110	1	 7.143	1010000000011111	1	5.470	1010000000011111	1	279.670	1010000000010100	1	31.140	1010000000010100	1	3.5430	1010000000011110	1	 6.230	1010000000011110	1	2.7706	1010000000011110	1	2.3500	1010000000011110	1	6.440	1010000000011110	1	5.620	1010000000011110	1	272.940	1010000000010100	1	1.5089	1010000000011110	1	212.000	1010000000010000	1	  -0.011	1010000000010100	1	 0.017	1010000000010100	1
202411160036	2.3603	1010000000011110	1	 7.143	1010000000011111	1	5.490	1010000000011111	1	277.500	1010000000010100	1	33.230	1010000000010100	1	3.5219	1010000000011110	1	 6.090	1010000000011110	1	2.7848	1010000000011110	1	2.3255	1010000000011110	1	6.440	1010000000011110	1	5.420	1010000000011110	1	273.560	1010000000010100	1	1.4430	1010000000011110	1	220.000	1010000000010000	1	  -0.012	1010000000010100	1	 0.010	1010000000010100	1
202411160037	2.3827	1010000000011110	1	 6.667	1010000000011111	1	5.540	1010000000011111	1	270.030	1010000000010100	1	31.050	1010000000010100	1	3.4576	1010000000011110	1	 6.290	1010000000011110	1	2.7771	1010000000011110	1	2.3226	1010000000011110	1	6.480	1010000000011110	1	5.690	1010000000011110	1	274.060	1010000000010100	1	1.4957	1010000000011110	1	210.000	1010000000010000	1	   0.024	1010000000010100	1	 0.005	1010000000010100	1
202411160038	2.3379	1010000000011110	1	 7.143	1010000000011111	1	5.500	1010000000011111	1	280.740	1010000000010100	1	29.110	1010000000010100	1	3.5246	1010000000011110	1	 6.140	1010000000011110	1	2.7417	1010000000011110	1	2.3191	1010000000011110	1	6.450	1010000000011110	1	5.620	1010000000011110	1	273.120	1010000000010100	1	1.4874	1010000000011110	1	212.000	1010000000010000	1	   0.002	1010000000010100	1	 0.002	1010000000010100	1
202411160039	2.3708	1010000000011110	1	 7.143	1010000000011111	1	5.570	1010000000011111	1	280.590	1010000000010100	1	32.690	1010000000010100	1	3.4848	1010000000011110	1	 6.150	1010000000011110	1	2.7987	1010000000011110	1	2.3584	1010000000011110	1	6.530	1010000000011110	1	5.840	1010000000011110	1	273.340	1010000000010100	1	1.5297	1010000000011110	1	204.000	1010000000010000	1	  -0.015	1010000000010100	1	-0.003	1010000000010100	1
202411160040	2.4860	1010000000011110	1	 6.667	1010000000011111	1	5.620	1010000000011111	1	280.120	1010000000010100	1	31.200	1010000000010100	1	3.5430	1010000000011110	1	 6.230	1010000000011110	1	2.7870	1010000000011110	1	2.3593	1010000000011110	1	6.570	1010000000011110	1	5.690	1010000000011110	1	273.520	1010000000010100	1	1.5169	1010000000011110	1	210.000	1010000000010000	1	   0.032	1010000000010100	1	-0.007	1010000000010100	1
202411160041	2.3725	1010000000011110	1	 6.667	1010000000011111	1	5.650	1010000000011111	1	281.280	1010000000010100	1	29.050	1010000000010100	1	3.5216	1010000000011110	1	 6.090	1010000000011110	1	2.7891	1010000000011110	1	2.3554	1010000000011110	1	6.490	1010000000011110	1	5.720	1010000000011110	1	276.080	1010000000010100	1	1.5065	1010000000011110	1	208.000	1010000000010000	1	  -0.027	1010000000010100	1	-0.009	1010000000010100	1
202411160042	2.3546	1010000000011110	1	 7.143	1010000000011111	1	5.600	1010000000011111	1	284.770	1010000000010100	1	27.570	1010000000010100	1	3.4583	1010000000011110	1	 6.290	1010000000011110	1	2.7581	1010000000011110	1	2.2875	1010000000011110	1	6.510	1010000000011110	1	5.730	1010000000011110	1	275.460	1010000000010100	1	1.4755	1010000000011110	1	209.000	1010000000010000	1	  -0.018	1010000000010100	1	-0.017	1010000000010100	1
202411160043	2.3121	1010000000011110	1	 7.143	1010000000011111	1	5.580	1010000000011111	1	276.750	1010000000010100	1	25.750	1010000000010100	1	3.2824	1010000000011110	1	 5.950	1010000000011110	1	2.7150	1010000000011110	1	2.2892	1010000000011110	1	6.570	1010000000011110	1	5.550	1010000000011110	1	274.340	1010000000010100	1	1.4400	1010000000011110	1	214.000	1010000000010000	1	  -0.027	1010000000010100	1	-0.023	1010000000010100	1
202411160044	2.3943	1010000000011110	1	 6.667	1010000000011111	1	5.650	1010000000011111	1	285.280	1010000000010100	1	28.730	1010000000010100	1	3.8474	1010000000011110	1	 6.840	1010000000011110	1	2.8061	1010000000011110	1	2.3631	1010000000011110	1	6.550	1010000000011110	1	5.770	1010000000011110	1	279.070	1010000000010100	1	1.5131	1010000000011110	1	207.000	1010000000010000	1	  -0.024	1010000000010100	1	-0.026	1010000000010100	1
202411160045	2.3882	1010000000011110	1	 7.143	1010000000011111	1	5.610	1010000000011111	1	280.340	1010000000010100	1	31.710	1010000000010100	1	3.8628	1010000000011110	1	 6.990	1010000000011110	1	2.7630	1010000000011110	1	2.3339	1010000000011110	1	6.620	1010000000011110	1	5.660	1010000000011110	1	276.380	1010000000010100	1	1.4795	1010000000011110	1	211.000	1010000000010000	1	  -0.035	1010000000010100	1	-0.034	1010000000010100	1
202411160046	2.3176	1010000000011110	1	 7.143	1010000000011111	1	5.590	1010000000011111	1	281.250	1010000000010100	1	23.340	1010000000010100	1	3.8793	1010000000011110	1	 6.710	1010000000011110	1	2.7806	1010000000011110	1	2.3080	1010000000011110	1	6.580	1010000000011110	1	5.570	1010000000011110	1	277.240	1010000000010100	1	1.4437	1010000000011110	1	214.000	1010000000010000	1	  -0.042	1010000000010100	1	-0.040	1010000000010100	1
202411160047	2.4067	1010000000011110	1	 6.667	1010000000011111	1	5.640	1010000000011111	1	276.650	1010000000010100	1	27.080	1010000000010100	1	3.8488	1010000000011110	1	 6.960	1010000000011110	1	2.7777	1010000000011110	1	2.3083	1010000000011110	1	6.590	1010000000011110	1	5.660	1010000000011110	1	275.580	1010000000010100	1	1.4676	1010000000011110	1	211.000	1010000000010000	1	  -0.051	1010000000010100	1	-0.042	1010000000010100	1
202411160048	2.3683	1010000000011110	1	 6.667	1010000000011111	1	5.660	1010000000011111	1	280.100	1010000000010100	1	27.420	1010000000010100	1	3.8584	1010000000011110	1	 7.000	1010000000011110	1	2.7638	1010000000011110	1	2.2857	1010000000011110	1	6.550	1010000000011110	1	5.500	1010000000011110	1	276.360	1010000000010100	1	1.4125	1010000000011110	1	217.000	1010000000010000	1	  -0.055	1010000000010100	1	-0.045	1010000000010100	1
202411160049	2.3135	1010000000011110	1	 7.143	1010000000011111	1	5.630	1010000000011111	1	276.150	1010000000010100	1	28.520	1010000000010100	1	3.8448	1010000000011110	1	 6.830	1010000000011110	1	2.8156	1010000000011110	1	2.3362	1010000000011110	1	6.640	1010000000011110	1	5.810	1010000000011110	1	275.600	1010000000010100	1	1.4805	1010000000011110	1	206.000	1010000000010000	1	  -0.051	1010000000010100	1	-0.051	1010000000010100	1
202411160050	2.3724	1010000000011110	1	 6.667	1010000000011111	1	5.680	1010000000011111	1	273.710	1010000000010100	1	25.990	1010000000010100	1	3.8628	1010000000011110	1	 6.990	1010000000011110	1	2.8036	1010000000011110	1	2.3225	1010000000011110	1	6.650	1010000000011110	1	5.660	1010000000011110	1	274.210	1010000000010100	1	1.4490	1010000000011110	1	211.000	1010000000010000	1	  -0.039	1010000000010100	1	-0.056	1010000000010100	1
202411160051	2.3666	1010000000011110	1	 6.667	1010000000011111	1	5.710	1010000000011111	1	275.440	1010000000010100	1	26.840	1010000000010100	1	3.8801	1010000000011110	1	 6.710	1010000000011110	1	2.7653	1010000000011110	1	2.2743	1010000000011110	1	6.550	1010000000011110	1	5.620	1010000000011110	1	276.410	1010000000010100	1	1.4297	1010000000011110	1	212.000	1010000000010000	1	  -0.070	1010000000010100	1	-0.063	1010000000010100	1
202411160052	2.3368	1010000000011110	1	 6.667	1010000000011111	1	5.690	1010000000011111	1	279.540	1010000000010100	1	30.820	1010000000010100	1	3.8488	1010000000011110	1	 6.960	1010000000011110	1	2.7689	1010000000011110	1	2.2846	1010000000011110	1	6.670	1010000000011110	1	5.660	1010000000011110	1	275.530	1010000000010100	1	1.4408	1010000000011110	1	211.000	1010000000010000	1	  -0.034	1010000000010100	1	-0.068	1010000000010100	1
202411160053	2.2454	1010000000011110	1	 7.143	1010000000011111	1	5.640	1010000000011111	1	285.240	1010000000010100	1	25.580	1010000000010100	1	3.8556	1010000000011110	1	 6.990	1010000000011110	1	2.7541	1010000000011110	1	2.2472	1010000000011110	1	6.670	1010000000011110	1	5.600	1010000000011110	1	275.070	1010000000010100	1	1.4089	1010000000011110	1	212.000	1010000000010000	1	  -0.085	1010000000010100	1	-0.072	1010000000010100	1
202411160054	2.3535	1010000000011110	1	 7.143	1010000000011111	1	5.690	1010000000011111	1	287.030	1010000000010100	1	26.380	1010000000010100	1	3.8455	1010000000011110	1	 6.830	1010000000011110	1	2.8266	1010000000011110	1	2.3274	1010000000011110	1	6.630	1010000000011110	1	5.760	1010000000011110	1	275.610	1010000000010100	1	1.4703	1010000000011110	1	207.000	1010000000010000	1	  -0.087	1010000000010100	1	-0.077	1010000000010100	1
202411160055	2.3725	1010000000011110	1	 6.667	1010000000011111	1	5.700	1010000000011111	1	275.280	1010000000010100	1	27.780	1010000000010100	1	3.8614	1010000000011110	1	 6.990	1010000000011110	1	2.8249	1010000000011110	1	2.3184	1010000000011110	1	6.630	1010000000011110	1	5.580	1010000000011110	1	276.010	1010000000010100	1	1.4338	1010000000011110	1	214.000	1010000000010000	1	  -0.074	1010000000010100	1	-0.086	1010000000010100	1
202411160056	2.3160	1010000000011110	1	 7.143	1010000000011111	1	5.680	1010000000011111	1	282.270	1010000000010100	1	22.790	1010000000010100	1	3.8796	1010000000011110	1	 6.710	1010000000011110	1	2.8257	1010000000011110	1	2.3087	1010000000011110	1	6.600	1010000000011110	1	5.590	1010000000011110	1	275.620	1010000000010100	1	1.4374	1010000000011110	1	213.000	1010000000010000	1	  -0.082	1010000000010100	1	-0.091	1010000000010100	1
202411160057	2.3681	1010000000011110	1	 7.143	1010000000011111	1	5.740	1010000000011111	1	276.090	1010000000010100	1	29.350	1010000000010100	1	3.8488	1010000000011110	1	 6.960	1010000000011110	1	2.8391	1010000000011110	1	2.3129	1010000000011110	1	6.700	1010000000011110	1	5.640	1010000000011110	1	276.070	1010000000010100	1	1.4361	1010000000011110	1	212.000	1010000000010000	1	  -0.139	1010000000010100	1	-0.096	1010000000010100	1
202411160058	2.3771	1010000000011110	1	 6.667	1010000000011111	1	5.720	1010000000011111	1	276.550	1010000000010100	1	28.720	1010000000010100	1	3.8582	1010000000011110	1	 7.000	1010000000011110	1	2.8250	1010000000011110	1	2.3027	1010000000011110	1	6.690	1010000000011110	1	5.490	1010000000011110	1	275.800	1010000000010100	1	1.4129	1010000000011110	1	217.000	1010000000010000	1	  -0.079	1010000000010100	1	-0.105	1010000000010100	1
