Time	VHM0	dqf_VHM0	fqf_VHM0	VTPK	dqf_VTPK	fqf_VTPK	VTM02	dqf_VTM02	fqf_VTM02	VPED	dqf_VPED	fqf_VPED	VPSP	dqf_VPSP	fqf_VPSP	VZMX	dqf_VZMX	fqf_VZMX	VTZM	dqf_VTZM	fqf_VTZM	VH110	dqf_VH110	fqf_VH110	VAVH	dqf_VAVH	fqf_VAVH	VAVT	dqf_VAVT	fqf_VAVT	VTZA	dqf_VTZA	fqf_VTZA	VMDR	dqf_VMDR	fqf_VMDR	VHZA	dqf_VHZA	fqf_VHZA	VZNW	dqf_VZNW	fqf_VZNW	SLEV_H1	dqf_SLEV_H1	fqf_SLEV_H1	SLEV_H10	dqf_SLEV_H10	fqf_SLEV_H10
202411160010	2.4103	1010000000011110	1	 6.250	1010000000011111	1	5.300	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9575	1010000000011110	1	6.800	1010000000011110	1	2.8930	1010000000011110	1	2.3938	1010000000011110	1	6.400	1010000000011110	1	5.480	1010000000011110	1	-999.000	9999999999999999	9	1.5555	1010000000011110	1	211.000	1010000000010000	1	 0.105	1010000000010100	1	 0.123	1010000000010100	1
202411160011	2.4373	1010000000011110	1	 6.250	1010000000011111	1	5.290	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9575	1010000000011110	1	6.800	1010000000011110	1	2.8641	1010000000011110	1	2.3696	1010000000011110	1	6.400	1010000000011110	1	5.540	1010000000011110	1	-999.000	9999999999999999	9	1.5599	1010000000011110	1	213.000	1010000000010000	1	 0.109	1010000000010100	1	 0.114	1010000000010100	1
202411160012	2.3574	1010000000011110	1	 6.667	1010000000011111	1	5.360	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9477	1010000000011110	1	6.790	1010000000011110	1	2.8972	1010000000011110	1	2.3816	1010000000011110	1	6.400	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.5604	1010000000011110	1	214.000	1010000000010000	1	 0.102	1010000000010100	1	 0.109	1010000000010100	1
202411160013	2.3997	1010000000011110	1	 7.143	1010000000011111	1	5.400	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9575	1010000000011110	1	6.800	1010000000011110	1	2.9447	1010000000011110	1	2.4120	1010000000011110	1	6.350	1010000000011110	1	5.640	1010000000011110	1	-999.000	9999999999999999	9	1.5955	1010000000011110	1	212.000	1010000000010000	1	 0.127	1010000000010100	1	 0.102	1010000000010100	1
202411160014	2.4188	1010000000011110	1	 6.667	1010000000011111	1	5.370	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9575	1010000000011110	1	6.800	1010000000011110	1	2.9545	1010000000011110	1	2.4027	1010000000011110	1	6.400	1010000000011110	1	5.670	1010000000011110	1	-999.000	9999999999999999	9	1.5858	1010000000011110	1	210.000	1010000000010000	1	 0.059	1010000000010100	1	 0.095	1010000000010100	1
202411160015	2.4702	1010000000011110	1	 7.143	1010000000011111	1	5.370	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9575	1010000000011110	1	6.800	1010000000011110	1	2.9687	1010000000011110	1	2.4230	1010000000011110	1	6.320	1010000000011110	1	5.680	1010000000011110	1	-999.000	9999999999999999	9	1.5903	1010000000011110	1	210.000	1010000000010000	1	 0.099	1010000000010100	1	 0.090	1010000000010100	1
202411160016	2.3714	1010000000011110	1	 6.667	1010000000011111	1	5.380	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9525	1010000000011110	1	6.800	1010000000011110	1	2.9686	1010000000011110	1	2.4291	1010000000011110	1	6.330	1010000000011110	1	5.710	1010000000011110	1	-999.000	9999999999999999	9	1.5992	1010000000011110	1	210.000	1010000000010000	1	 0.060	1010000000010100	1	 0.084	1010000000010100	1
202411160017	2.3999	1010000000011110	1	 6.667	1010000000011111	1	5.340	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8808	1010000000011110	1	2.3873	1010000000011110	1	6.290	1010000000011110	1	5.630	1010000000011110	1	-999.000	9999999999999999	9	1.5641	1010000000011110	1	212.000	1010000000010000	1	 0.129	1010000000010100	1	 0.075	1010000000010100	1
202411160018	2.4474	1010000000011110	1	 7.143	1010000000011111	1	5.350	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.9004	1010000000011110	1	2.4103	1010000000011110	1	6.260	1010000000011110	1	5.600	1010000000011110	1	-999.000	9999999999999999	9	1.5778	1010000000011110	1	213.000	1010000000010000	1	 0.060	1010000000010100	1	 0.066	1010000000010100	1
202411160019	2.3423	1010000000011110	1	 6.667	1010000000011111	1	5.320	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8571	1010000000011110	1	2.3726	1010000000011110	1	6.300	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.5475	1010000000011110	1	215.000	1010000000010000	1	 0.064	1010000000010100	1	 0.058	1010000000010100	1
202411160020	2.3531	1010000000011110	1	 6.667	1010000000011111	1	5.250	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8722	1010000000011110	1	2.3793	1010000000011110	1	6.340	1010000000011110	1	5.540	1010000000011110	1	-999.000	9999999999999999	9	1.5436	1010000000011110	1	216.000	1010000000010000	1	 0.058	1010000000010100	1	 0.052	1010000000010100	1
202411160021	2.3279	1010000000011110	1	 7.143	1010000000011111	1	5.230	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.7865	1010000000011110	1	2.3611	1010000000011110	1	6.310	1010000000011110	1	5.540	1010000000011110	1	-999.000	9999999999999999	9	1.5341	1010000000011110	1	215.000	1010000000010000	1	 0.036	1010000000010100	1	 0.049	1010000000010100	1
202411160022	2.4054	1010000000011110	1	 7.143	1010000000011111	1	5.340	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8387	1010000000011110	1	2.3933	1010000000011110	1	6.310	1010000000011110	1	5.520	1010000000011110	1	-999.000	9999999999999999	9	1.5588	1010000000011110	1	216.000	1010000000010000	1	 0.035	1010000000010100	1	 0.041	1010000000010100	1
202411160023	2.3641	1010000000011110	1	 6.250	1010000000011111	1	5.380	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8094	1010000000011110	1	2.3669	1010000000011110	1	6.380	1010000000011110	1	5.540	1010000000011110	1	-999.000	9999999999999999	9	1.5282	1010000000011110	1	216.000	1010000000010000	1	 0.029	1010000000010100	1	 0.035	1010000000010100	1
202411160024	2.4340	1010000000011110	1	 6.667	1010000000011111	1	5.420	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8361	1010000000011110	1	2.3771	1010000000011110	1	6.360	1010000000011110	1	5.530	1010000000011110	1	-999.000	9999999999999999	9	1.5242	1010000000011110	1	216.000	1010000000010000	1	 0.011	1010000000010100	1	 0.029	1010000000010100	1
202411160025	2.4716	1010000000011110	1	 7.143	1010000000011111	1	5.420	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6946	1010000000011110	1	6.710	1010000000011110	1	2.8359	1010000000011110	1	2.4001	1010000000011110	1	6.420	1010000000011110	1	5.570	1010000000011110	1	-999.000	9999999999999999	9	1.5573	1010000000011110	1	215.000	1010000000010000	1	 0.005	1010000000010100	1	 0.022	1010000000010100	1
202411160026	2.4201	1010000000011110	1	 7.143	1010000000011111	1	5.440	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.7730	1010000000011110	1	2.3636	1010000000011110	1	6.470	1010000000011110	1	5.520	1010000000011110	1	-999.000	9999999999999999	9	1.5280	1010000000011110	1	216.000	1010000000010000	1	 0.019	1010000000010100	1	 0.015	1010000000010100	1
202411160027	2.3918	1010000000011110	1	 7.143	1010000000011111	1	5.390	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8041	1010000000011110	1	2.3778	1010000000011110	1	6.440	1010000000011110	1	5.570	1010000000011110	1	-999.000	9999999999999999	9	1.5523	1010000000011110	1	215.000	1010000000010000	1	 0.041	1010000000010100	1	 0.007	1010000000010100	1
202411160028	2.3593	1010000000011110	1	 7.143	1010000000011111	1	5.340	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.7998	1010000000011110	1	2.3571	1010000000011110	1	6.440	1010000000011110	1	5.490	1010000000011110	1	-999.000	9999999999999999	9	1.5375	1010000000011110	1	218.000	1010000000010000	1	 0.013	1010000000010100	1	 0.004	1010000000010100	1
202411160029	2.4142	1010000000011110	1	 6.667	1010000000011111	1	5.430	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3433	1010000000011110	1	6.300	1010000000011110	1	2.8229	1010000000011110	1	2.3671	1010000000011110	1	6.490	1010000000011110	1	5.530	1010000000011110	1	-999.000	9999999999999999	9	1.5317	1010000000011110	1	216.000	1010000000010000	1	 0.014	1010000000010100	1	-0.002	1010000000010100	1
202411160030	2.4227	1010000000011110	1	 7.143	1010000000011111	1	5.420	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8820	1010000000011110	1	2.4212	1010000000011110	1	6.450	1010000000011110	1	5.590	1010000000011110	1	-999.000	9999999999999999	9	1.5681	1010000000011110	1	214.000	1010000000010000	1	 0.000	1010000000010100	1	-0.006	1010000000010100	1
202411160031	2.4034	1010000000011110	1	 7.143	1010000000011111	1	5.460	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8562	1010000000011110	1	2.4165	1010000000011110	1	6.440	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.5508	1010000000011110	1	214.000	1010000000010000	1	-0.050	1010000000010100	1	-0.013	1010000000010100	1
202411160032	2.4654	1010000000011110	1	 7.143	1010000000011111	1	5.480	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8429	1010000000011110	1	2.3988	1010000000011110	1	6.440	1010000000011110	1	5.450	1010000000011110	1	-999.000	9999999999999999	9	1.5249	1010000000011110	1	219.000	1010000000010000	1	-0.011	1010000000010100	1	-0.018	1010000000010100	1
202411160033	2.3570	1010000000011110	1	 7.143	1010000000011111	1	5.400	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3367	1010000000011110	1	6.290	1010000000011110	1	2.8082	1010000000011110	1	2.3769	1010000000011110	1	6.450	1010000000011110	1	5.400	1010000000011110	1	-999.000	9999999999999999	9	1.5062	1010000000011110	1	221.000	1010000000010000	1	-0.053	1010000000010100	1	-0.026	1010000000010100	1
202411160034	2.4237	1010000000011110	1	 7.143	1010000000011111	1	5.440	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8028	1010000000011110	1	2.3680	1010000000011110	1	6.450	1010000000011110	1	5.410	1010000000011110	1	-999.000	9999999999999999	9	1.5102	1010000000011110	1	221.000	1010000000010000	1	-0.018	1010000000010100	1	-0.030	1010000000010100	1
202411160035	2.3731	1010000000011110	1	 7.143	1010000000011111	1	5.400	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8136	1010000000011110	1	2.3772	1010000000011110	1	6.440	1010000000011110	1	5.410	1010000000011110	1	-999.000	9999999999999999	9	1.5122	1010000000011110	1	220.000	1010000000010000	1	-0.031	1010000000010100	1	-0.032	1010000000010100	1
202411160036	2.3779	1010000000011110	1	 6.667	1010000000011111	1	5.450	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8156	1010000000011110	1	2.3713	1010000000011110	1	6.490	1010000000011110	1	5.480	1010000000011110	1	-999.000	9999999999999999	9	1.5184	1010000000011110	1	218.000	1010000000010000	1	-0.062	1010000000010100	1	-0.035	1010000000010100	1
202411160037	2.3604	1010000000011110	1	 7.143	1010000000011111	1	5.450	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3401	1010000000011110	1	6.300	1010000000011110	1	2.7886	1010000000011110	1	2.3452	1010000000011110	1	6.470	1010000000011110	1	5.470	1010000000011110	1	-999.000	9999999999999999	9	1.4960	1010000000011110	1	217.000	1010000000010000	1	-0.041	1010000000010100	1	-0.040	1010000000010100	1
202411160038	2.3733	1010000000011110	1	 7.143	1010000000011111	1	5.520	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8053	1010000000011110	1	2.3929	1010000000011110	1	6.520	1010000000011110	1	5.600	1010000000011110	1	-999.000	9999999999999999	9	1.5392	1010000000011110	1	213.000	1010000000010000	1	-0.032	1010000000010100	1	-0.047	1010000000010100	1
202411160039	2.4682	1010000000011110	1	 6.667	1010000000011111	1	5.580	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8128	1010000000011110	1	2.4226	1010000000011110	1	6.510	1010000000011110	1	5.700	1010000000011110	1	-999.000	9999999999999999	9	1.5751	1010000000011110	1	209.000	1010000000010000	1	 0.002	1010000000010100	1	-0.052	1010000000010100	1
202411160040	2.4090	1010000000011110	1	 6.667	1010000000011111	1	5.530	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.8012	1010000000011110	1	2.3931	1010000000011110	1	6.520	1010000000011110	1	5.630	1010000000011110	1	-999.000	9999999999999999	9	1.5393	1010000000011110	1	212.000	1010000000010000	1	-0.065	1010000000010100	1	-0.057	1010000000010100	1
202411160041	2.3556	1010000000011110	1	 7.143	1010000000011111	1	5.520	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3395	1010000000011110	1	6.290	1010000000011110	1	2.7969	1010000000011110	1	2.3518	1010000000011110	1	6.540	1010000000011110	1	5.530	1010000000011110	1	-999.000	9999999999999999	9	1.4901	1010000000011110	1	216.000	1010000000010000	1	-0.067	1010000000010100	1	-0.065	1010000000010100	1
202411160042	2.4678	1010000000011110	1	 6.667	1010000000011111	1	5.620	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8270	1010000000011110	1	2.3932	1010000000011110	1	6.620	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.5170	1010000000011110	1	215.000	1010000000010000	1	-0.092	1010000000010100	1	-0.066	1010000000010100	1
202411160043	2.3974	1010000000011110	1	 6.667	1010000000011111	1	5.600	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8262	1010000000011110	1	2.3927	1010000000011110	1	6.620	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.5177	1010000000011110	1	215.000	1010000000010000	1	-0.071	1010000000010100	1	-0.073	1010000000010100	1
202411160044	2.3998	1010000000011110	1	 7.143	1010000000011111	1	5.550	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8034	1010000000011110	1	2.3859	1010000000011110	1	6.560	1010000000011110	1	5.540	1010000000011110	1	-999.000	9999999999999999	9	1.5154	1010000000011110	1	215.000	1010000000010000	1	-0.107	1010000000010100	1	-0.079	1010000000010100	1
202411160045	2.2689	1010000000011110	1	 7.143	1010000000011111	1	5.460	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9710	1010000000011110	1	6.920	1010000000011110	1	2.7985	1010000000011110	1	2.3450	1010000000011110	1	6.560	1010000000011110	1	5.490	1010000000011110	1	-999.000	9999999999999999	9	1.4808	1010000000011110	1	217.000	1010000000010000	1	-0.097	1010000000010100	1	-0.090	1010000000010100	1
202411160046	2.3743	1010000000011110	1	 6.667	1010000000011111	1	5.570	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8308	1010000000011110	1	2.3796	1010000000011110	1	6.570	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.5063	1010000000011110	1	215.000	1010000000010000	1	-0.044	1010000000010100	1	-0.098	1010000000010100	1
202411160047	2.3642	1010000000011110	1	 6.667	1010000000011111	1	5.580	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8005	1010000000011110	1	2.3394	1010000000011110	1	6.550	1010000000011110	1	5.510	1010000000011110	1	-999.000	9999999999999999	9	1.4719	1010000000011110	1	217.000	1010000000010000	1	-0.146	1010000000010100	1	-0.098	1010000000010100	1
202411160048	2.3529	1010000000011110	1	 7.143	1010000000011111	1	5.660	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8486	1010000000011110	1	2.3873	1010000000011110	1	6.620	1010000000011110	1	5.570	1010000000011110	1	-999.000	9999999999999999	9	1.5013	1010000000011110	1	214.000	1010000000010000	1	-0.073	1010000000010100	1	-0.101	1010000000010100	1
202411160049	2.4092	1010000000011110	1	 6.667	1010000000011111	1	5.640	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8299	1010000000011110	1	2.3516	1010000000011110	1	6.610	1010000000011110	1	5.530	1010000000011110	1	-999.000	9999999999999999	9	1.4761	1010000000011110	1	216.000	1010000000010000	1	-0.105	1010000000010100	1	-0.106	1010000000010100	1
202411160050	2.3801	1010000000011110	1	 6.667	1010000000011111	1	5.650	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.7974	1010000000011110	1	2.3260	1010000000011110	1	6.580	1010000000011110	1	5.550	1010000000011110	1	-999.000	9999999999999999	9	1.4752	1010000000011110	1	215.000	1010000000010000	1	-0.117	1010000000010100	1	-0.114	1010000000010100	1
202411160051	2.3033	1010000000011110	1	 6.667	1010000000011111	1	5.530	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.7902	1010000000011110	1	2.3163	1010000000011110	1	6.600	1010000000011110	1	5.570	1010000000011110	1	-999.000	9999999999999999	9	1.4819	1010000000011110	1	213.000	1010000000010000	1	-0.126	1010000000010100	1	-0.116	1010000000010100	1
202411160052	2.3693	1010000000011110	1	 6.667	1010000000011111	1	5.600	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.7890	1010000000011110	1	2.3011	1010000000011110	1	6.590	1010000000011110	1	5.580	1010000000011110	1	-999.000	9999999999999999	9	1.4738	1010000000011110	1	212.000	1010000000010000	1	-0.093	1010000000010100	1	-0.125	1010000000010100	1
202411160053	2.4229	1010000000011110	1	 6.667	1010000000011111	1	5.680	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8372	1010000000011110	1	2.3421	1010000000011110	1	6.580	1010000000011110	1	5.580	1010000000011110	1	-999.000	9999999999999999	9	1.4887	1010000000011110	1	212.000	1010000000010000	1	-0.153	1010000000010100	1	-0.127	1010000000010100	1
202411160054	2.3546	1010000000011110	1	 6.667	1010000000011111	1	5.560	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8342	1010000000011110	1	2.3431	1010000000011110	1	6.570	1010000000011110	1	5.540	1010000000011110	1	-999.000	9999999999999999	9	1.4772	1010000000011110	1	214.000	1010000000010000	1	-0.132	1010000000010100	1	-0.135	1010000000010100	1
202411160055	2.3085	1010000000011110	1	 7.143	1010000000011111	1	5.570	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8100	1010000000011110	1	2.3164	1010000000011110	1	6.620	1010000000011110	1	5.630	1010000000011110	1	-999.000	9999999999999999	9	1.4790	1010000000011110	1	211.000	1010000000010000	1	-0.137	1010000000010100	1	-0.138	1010000000010100	1
202411160056	2.4065	1010000000011110	1	 6.667	1010000000011111	1	5.650	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8368	1010000000011110	1	2.3420	1010000000011110	1	6.620	1010000000011110	1	5.520	1010000000011110	1	-999.000	9999999999999999	9	1.4807	1010000000011110	1	214.000	1010000000010000	1	-0.150	1010000000010100	1	-0.144	1010000000010100	1
202411160057	2.4178	1010000000011110	1	 6.667	1010000000011111	1	5.680	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8582	1010000000011110	1	2.3417	1010000000011110	1	6.600	1010000000011110	1	5.520	1010000000011110	1	-999.000	9999999999999999	9	1.4780	1010000000011110	1	215.000	1010000000010000	1	-0.158	1010000000010100	1	-0.151	1010000000010100	1
202411160058	2.3459	1010000000011110	1	 7.143	1010000000011111	1	5.540	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.9709	1010000000011110	1	6.920	1010000000011110	1	2.8497	1010000000011110	1	2.3017	1010000000011110	1	6.570	1010000000011110	1	5.470	1010000000011110	1	-999.000	9999999999999999	9	1.4531	1010000000011110	1	217.000	1010000000010000	1	-0.144	1010000000010100	1	-0.158	1010000000010100	1
